"year","month","noa1","ts","time","noa2"
1744,8,0.71,1744.62,"1744-8-15 00:00:00",1
1744,9,0.59,1744.71,"1744-9-15 00:00:00",1
1745,10,0,1745.79,"1745-10-15 00:00:00",0
1745,11,-0.98,1745.88,"1745-11-15 00:00:00",-1
1745,1,-0.03,1745.04,"1745-1-15 00:00:00",0
1745,12,-1.31,1745.96,"1745-12-15 00:00:00",-1
1745,2,-0.95,1745.12,"1745-2-15 00:00:00",-1
1745,3,-0.23,1745.21,"1745-3-15 00:00:00",0
1745,4,-0.75,1745.29,"1745-4-15 00:00:00",-1
1745,5,0.09,1745.38,"1745-5-15 00:00:00",0
1745,6,2.04,1745.46,"1745-6-15 00:00:00",2
1745,7,0.09,1745.54,"1745-7-15 00:00:00",0
1745,8,-0.1,1745.62,"1745-8-15 00:00:00",0
1745,9,-1.02,1745.71,"1745-9-15 00:00:00",-1
1746,10,0,1746.79,"1746-10-15 00:00:00",0
1746,11,-1.37,1746.88,"1746-11-15 00:00:00",-1
1746,1,0.53,1746.04,"1746-1-15 00:00:00",1
1746,12,1.2,1746.96,"1746-12-15 00:00:00",1
1746,2,-0.69,1746.12,"1746-2-15 00:00:00",-1
1746,3,-1.2,1746.21,"1746-3-15 00:00:00",-1
1746,4,-0.19,1746.29,"1746-4-15 00:00:00",0
1746,5,0.07,1746.38,"1746-5-15 00:00:00",0
1746,6,0.44,1746.46,"1746-6-15 00:00:00",0
1746,7,0.32,1746.54,"1746-7-15 00:00:00",0
1746,8,2.26,1746.62,"1746-8-15 00:00:00",2
1746,9,0.92,1746.71,"1746-9-15 00:00:00",1
1747,10,0.7,1747.79,"1747-10-15 00:00:00",1
1747,11,-0.12,1747.88,"1747-11-15 00:00:00",0
1747,1,-1.08,1747.04,"1747-1-15 00:00:00",-1
1747,12,1.65,1747.96,"1747-12-15 00:00:00",2
1747,2,0.27,1747.12,"1747-2-15 00:00:00",0
1747,3,-2.22,1747.21,"1747-3-15 00:00:00",-2
1747,4,-0.57,1747.29,"1747-4-15 00:00:00",-1
1747,5,0.16,1747.38,"1747-5-15 00:00:00",0
1747,6,0.84,1747.46,"1747-6-15 00:00:00",1
1747,7,-0.73,1747.54,"1747-7-15 00:00:00",-1
1747,8,-0.35,1747.62,"1747-8-15 00:00:00",0
1747,9,1.53,1747.71,"1747-9-15 00:00:00",2
1748,10,0.56,1748.79,"1748-10-15 00:00:00",1
1748,11,-0.94,1748.88,"1748-11-15 00:00:00",-1
1748,1,-0.45,1748.04,"1748-1-15 00:00:00",0
1748,12,1.54,1748.96,"1748-12-15 00:00:00",2
1748,2,0.4,1748.12,"1748-2-15 00:00:00",0
1748,3,-2.92,1748.21,"1748-3-15 00:00:00",-3
1748,4,-0.05,1748.29,"1748-4-15 00:00:00",0
1748,5,0.41,1748.38,"1748-5-15 00:00:00",0
1748,6,0.16,1748.46,"1748-6-15 00:00:00",0
1748,7,0.67,1748.54,"1748-7-15 00:00:00",1
1748,8,-0.31,1748.62,"1748-8-15 00:00:00",0
1748,9,-0.26,1748.71,"1748-9-15 00:00:00",0
1749,10,-1.07,1749.79,"1749-10-15 00:00:00",-1
1749,11,-0.26,1749.88,"1749-11-15 00:00:00",0
1749,1,1.61,1749.04,"1749-1-15 00:00:00",2
1749,12,0.97,1749.96,"1749-12-15 00:00:00",1
1749,2,-0.24,1749.12,"1749-2-15 00:00:00",0
1749,3,-1.26,1749.21,"1749-3-15 00:00:00",-1
1749,4,-0.67,1749.29,"1749-4-15 00:00:00",-1
1749,5,0.86,1749.38,"1749-5-15 00:00:00",1
1749,6,0.66,1749.46,"1749-6-15 00:00:00",1
1749,7,-0.08,1749.54,"1749-7-15 00:00:00",0
1749,8,0.95,1749.62,"1749-8-15 00:00:00",1
1749,9,-0.1,1749.71,"1749-9-15 00:00:00",0
1750,10,-2.56,1750.79,"1750-10-15 00:00:00",-3
1750,11,-2.75,1750.88,"1750-11-15 00:00:00",-3
1750,1,0.62,1750.04,"1750-1-15 00:00:00",1
1750,12,-1.37,1750.96,"1750-12-15 00:00:00",-1
1750,2,2.79,1750.12,"1750-2-15 00:00:00",3
1750,3,2.27,1750.21,"1750-3-15 00:00:00",2
1750,4,1.55,1750.29,"1750-4-15 00:00:00",2
1750,5,-0.43,1750.38,"1750-5-15 00:00:00",0
1750,6,0.11,1750.46,"1750-6-15 00:00:00",0
1750,7,-0.61,1750.54,"1750-7-15 00:00:00",-1
1750,8,0.8,1750.62,"1750-8-15 00:00:00",1
1750,9,-0.36,1750.71,"1750-9-15 00:00:00",0
1751,10,-0.26,1751.79,"1751-10-15 00:00:00",0
1751,11,-0.59,1751.88,"1751-11-15 00:00:00",-1
1751,1,0.01,1751.04,"1751-1-15 00:00:00",0
1751,12,-0.71,1751.96,"1751-12-15 00:00:00",-1
1751,2,-1.95,1751.12,"1751-2-15 00:00:00",-2
1751,3,2.21,1751.21,"1751-3-15 00:00:00",2
1751,4,-0.47,1751.29,"1751-4-15 00:00:00",0
1751,5,0.24,1751.38,"1751-5-15 00:00:00",0
1751,6,-0.19,1751.46,"1751-6-15 00:00:00",0
1751,7,-0.15,1751.54,"1751-7-15 00:00:00",0
1751,8,1.16,1751.62,"1751-8-15 00:00:00",1
1751,9,-0.64,1751.71,"1751-9-15 00:00:00",-1
1752,10,0.3,1752.79,"1752-10-15 00:00:00",0
1752,11,0.58,1752.88,"1752-11-15 00:00:00",1
1752,1,-0.68,1752.04,"1752-1-15 00:00:00",-1
1752,12,-0.04,1752.96,"1752-12-15 00:00:00",0
1752,2,-0.46,1752.12,"1752-2-15 00:00:00",0
1752,3,0.93,1752.21,"1752-3-15 00:00:00",1
1752,4,-0.94,1752.29,"1752-4-15 00:00:00",-1
1752,5,-1.08,1752.38,"1752-5-15 00:00:00",-1
1752,6,0.53,1752.46,"1752-6-15 00:00:00",1
1752,7,1.37,1752.54,"1752-7-15 00:00:00",1
1752,8,2.44,1752.62,"1752-8-15 00:00:00",2
1752,9,-0.56,1752.71,"1752-9-15 00:00:00",-1
1753,10,1,1753.79,"1753-10-15 00:00:00",1
1753,11,0.09,1753.88,"1753-11-15 00:00:00",0
1753,1,-1.47,1753.04,"1753-1-15 00:00:00",-1
1753,12,-3.21,1753.96,"1753-12-15 00:00:00",-3
1753,2,0.32,1753.12,"1753-2-15 00:00:00",0
1753,3,0.64,1753.21,"1753-3-15 00:00:00",1
1753,4,0.52,1753.29,"1753-4-15 00:00:00",1
1753,5,-0.89,1753.38,"1753-5-15 00:00:00",-1
1753,6,-0.32,1753.46,"1753-6-15 00:00:00",0
1753,7,0.62,1753.54,"1753-7-15 00:00:00",1
1753,8,0.35,1753.62,"1753-8-15 00:00:00",0
1753,9,-0.25,1753.71,"1753-9-15 00:00:00",0
1754,10,0.07,1754.79,"1754-10-15 00:00:00",0
1754,11,-0.38,1754.88,"1754-11-15 00:00:00",0
1754,1,-0.4,1754.04,"1754-1-15 00:00:00",0
1754,12,1.3,1754.96,"1754-12-15 00:00:00",1
1754,2,0.57,1754.12,"1754-2-15 00:00:00",1
1754,3,-1.98,1754.21,"1754-3-15 00:00:00",-2
1754,4,-0.74,1754.29,"1754-4-15 00:00:00",-1
1754,5,0.36,1754.38,"1754-5-15 00:00:00",0
1754,6,0.94,1754.46,"1754-6-15 00:00:00",1
1754,7,0.09,1754.54,"1754-7-15 00:00:00",0
1754,8,-0.36,1754.62,"1754-8-15 00:00:00",0
1754,9,-1.35,1754.71,"1754-9-15 00:00:00",-1
1755,10,0.3,1755.79,"1755-10-15 00:00:00",0
1755,11,1.13,1755.88,"1755-11-15 00:00:00",1
1755,1,-0.76,1755.04,"1755-1-15 00:00:00",-1
1755,12,-0.55,1755.96,"1755-12-15 00:00:00",-1
1755,2,-1.93,1755.12,"1755-2-15 00:00:00",-2
1755,3,-0.76,1755.21,"1755-3-15 00:00:00",-1
1755,4,2.05,1755.29,"1755-4-15 00:00:00",2
1755,5,-0.44,1755.38,"1755-5-15 00:00:00",0
1755,6,0.71,1755.46,"1755-6-15 00:00:00",1
1755,7,0.66,1755.54,"1755-7-15 00:00:00",1
1755,8,-0.01,1755.62,"1755-8-15 00:00:00",0
1755,9,-0.4,1755.71,"1755-9-15 00:00:00",0
1756,10,-0.2,1756.79,"1756-10-15 00:00:00",0
1756,11,-1.97,1756.88,"1756-11-15 00:00:00",-2
1756,1,1.32,1756.04,"1756-1-15 00:00:00",1
1756,12,-1.53,1756.96,"1756-12-15 00:00:00",-2
1756,2,1.12,1756.12,"1756-2-15 00:00:00",1
1756,3,0.96,1756.21,"1756-3-15 00:00:00",1
1756,4,-0.31,1756.29,"1756-4-15 00:00:00",0
1756,5,-1.75,1756.38,"1756-5-15 00:00:00",-2
1756,6,0.35,1756.46,"1756-6-15 00:00:00",0
1756,7,-0.76,1756.54,"1756-7-15 00:00:00",-1
1756,8,-1.4,1756.62,"1756-8-15 00:00:00",-1
1756,9,-0.69,1756.71,"1756-9-15 00:00:00",-1
1757,10,-2.49,1757.79,"1757-10-15 00:00:00",-2
1757,11,0.53,1757.88,"1757-11-15 00:00:00",1
1757,1,-2.27,1757.04,"1757-1-15 00:00:00",-2
1757,12,-1.84,1757.96,"1757-12-15 00:00:00",-2
1757,2,0.25,1757.12,"1757-2-15 00:00:00",0
1757,3,0.53,1757.21,"1757-3-15 00:00:00",1
1757,4,1.26,1757.29,"1757-4-15 00:00:00",1
1757,5,-0.32,1757.38,"1757-5-15 00:00:00",0
1757,6,0.18,1757.46,"1757-6-15 00:00:00",0
1757,7,0.47,1757.54,"1757-7-15 00:00:00",0
1757,8,-0.77,1757.62,"1757-8-15 00:00:00",-1
1757,9,-0.83,1757.71,"1757-9-15 00:00:00",-1
1758,10,-1.67,1758.79,"1758-10-15 00:00:00",-2
1758,11,-0.55,1758.88,"1758-11-15 00:00:00",-1
1758,1,-1.94,1758.04,"1758-1-15 00:00:00",-2
1758,12,-0.54,1758.96,"1758-12-15 00:00:00",-1
1758,2,-0.16,1758.12,"1758-2-15 00:00:00",0
1758,3,-0.06,1758.21,"1758-3-15 00:00:00",0
1758,4,-1.39,1758.29,"1758-4-15 00:00:00",-1
1758,5,0.28,1758.38,"1758-5-15 00:00:00",0
1758,6,-0.1,1758.46,"1758-6-15 00:00:00",0
1758,7,-0.48,1758.54,"1758-7-15 00:00:00",0
1758,8,-1.22,1758.62,"1758-8-15 00:00:00",-1
1758,9,-1.57,1758.71,"1758-9-15 00:00:00",-2
1759,10,0.12,1759.79,"1759-10-15 00:00:00",0
1759,11,-0.96,1759.88,"1759-11-15 00:00:00",-1
1759,1,1.71,1759.04,"1759-1-15 00:00:00",2
1759,12,-2.58,1759.96,"1759-12-15 00:00:00",-3
1759,2,1.2,1759.12,"1759-2-15 00:00:00",1
1759,3,1.04,1759.21,"1759-3-15 00:00:00",1
1759,4,0.21,1759.29,"1759-4-15 00:00:00",0
1759,5,-0.83,1759.38,"1759-5-15 00:00:00",-1
1759,6,0.18,1759.46,"1759-6-15 00:00:00",0
1759,7,0.08,1759.54,"1759-7-15 00:00:00",0
1759,8,-0.65,1759.62,"1759-8-15 00:00:00",-1
1759,9,-0.63,1759.71,"1759-9-15 00:00:00",-1
1760,10,-0.22,1760.79,"1760-10-15 00:00:00",0
1760,11,-0.44,1760.88,"1760-11-15 00:00:00",0
1760,1,-3.11,1760.04,"1760-1-15 00:00:00",-3
1760,12,-0.29,1760.96,"1760-12-15 00:00:00",0
1760,2,0.27,1760.12,"1760-2-15 00:00:00",0
1760,3,0.23,1760.21,"1760-3-15 00:00:00",0
1760,4,-0.32,1760.29,"1760-4-15 00:00:00",0
1760,5,0.61,1760.38,"1760-5-15 00:00:00",1
1760,6,0.28,1760.46,"1760-6-15 00:00:00",0
1760,7,0.46,1760.54,"1760-7-15 00:00:00",0
1760,8,0.75,1760.62,"1760-8-15 00:00:00",1
1760,9,1.21,1760.71,"1760-9-15 00:00:00",1
1761,10,-2.02,1761.79,"1761-10-15 00:00:00",-2
1761,11,0.13,1761.88,"1761-11-15 00:00:00",0
1761,1,-0.69,1761.04,"1761-1-15 00:00:00",-1
1761,12,-1.94,1761.96,"1761-12-15 00:00:00",-2
1761,2,1.71,1761.12,"1761-2-15 00:00:00",2
1761,3,0.67,1761.21,"1761-3-15 00:00:00",1
1761,4,0.49,1761.29,"1761-4-15 00:00:00",0
1761,5,1,1761.38,"1761-5-15 00:00:00",1
1761,6,0.43,1761.46,"1761-6-15 00:00:00",0
1761,7,1.42,1761.54,"1761-7-15 00:00:00",1
1761,8,-0.71,1761.62,"1761-8-15 00:00:00",-1
1761,9,1.59,1761.71,"1761-9-15 00:00:00",2
1762,10,-2.24,1762.79,"1762-10-15 00:00:00",-2
1762,11,0.18,1762.88,"1762-11-15 00:00:00",0
1762,1,1.24,1762.04,"1762-1-15 00:00:00",1
1762,12,-0.6,1762.96,"1762-12-15 00:00:00",-1
1762,2,1.09,1762.12,"1762-2-15 00:00:00",1
1762,3,-1.24,1762.21,"1762-3-15 00:00:00",-1
1762,4,0.62,1762.29,"1762-4-15 00:00:00",1
1762,5,0.27,1762.38,"1762-5-15 00:00:00",0
1762,6,-0.2,1762.46,"1762-6-15 00:00:00",0
1762,7,0.25,1762.54,"1762-7-15 00:00:00",0
1762,8,-0.26,1762.62,"1762-8-15 00:00:00",0
1762,9,-0.76,1762.71,"1762-9-15 00:00:00",-1
1763,10,-0.51,1763.79,"1763-10-15 00:00:00",-1
1763,11,-0.5,1763.88,"1763-11-15 00:00:00",0
1763,1,-1.68,1763.04,"1763-1-15 00:00:00",-2
1763,12,-0.1,1763.96,"1763-12-15 00:00:00",0
1763,2,1.65,1763.12,"1763-2-15 00:00:00",2
1763,3,-0.34,1763.21,"1763-3-15 00:00:00",0
1763,4,-0.67,1763.29,"1763-4-15 00:00:00",-1
1763,5,-0.36,1763.38,"1763-5-15 00:00:00",0
1763,6,-0.35,1763.46,"1763-6-15 00:00:00",0
1763,7,1.45,1763.54,"1763-7-15 00:00:00",1
1763,8,0.87,1763.62,"1763-8-15 00:00:00",1
1763,9,-1.43,1763.71,"1763-9-15 00:00:00",-1
1764,10,-0.51,1764.79,"1764-10-15 00:00:00",-1
1764,11,-1.21,1764.88,"1764-11-15 00:00:00",-1
1764,1,1.3,1764.04,"1764-1-15 00:00:00",1
1764,12,-0.91,1764.96,"1764-12-15 00:00:00",-1
1764,2,0.89,1764.12,"1764-2-15 00:00:00",1
1764,3,-0.67,1764.21,"1764-3-15 00:00:00",-1
1764,4,0.52,1764.29,"1764-4-15 00:00:00",1
1764,5,0.97,1764.38,"1764-5-15 00:00:00",1
1764,6,0.55,1764.46,"1764-6-15 00:00:00",1
1764,7,0.67,1764.54,"1764-7-15 00:00:00",1
1764,8,0.14,1764.62,"1764-8-15 00:00:00",0
1764,9,0.02,1764.71,"1764-9-15 00:00:00",0
1765,10,1.05,1765.79,"1765-10-15 00:00:00",1
1765,11,0.72,1765.88,"1765-11-15 00:00:00",1
1765,1,1.4,1765.04,"1765-1-15 00:00:00",1
1765,12,-1.95,1765.96,"1765-12-15 00:00:00",-2
1765,2,0.39,1765.12,"1765-2-15 00:00:00",0
1765,3,1.71,1765.21,"1765-3-15 00:00:00",2
1765,4,1.16,1765.29,"1765-4-15 00:00:00",1
1765,5,-1.14,1765.38,"1765-5-15 00:00:00",-1
1765,6,0.15,1765.46,"1765-6-15 00:00:00",0
1765,7,-0.47,1765.54,"1765-7-15 00:00:00",0
1765,8,0.17,1765.62,"1765-8-15 00:00:00",0
1765,9,-1.24,1765.71,"1765-9-15 00:00:00",-1
1766,10,-0.41,1766.79,"1766-10-15 00:00:00",0
1766,11,1.08,1766.88,"1766-11-15 00:00:00",1
1766,1,-2.66,1766.04,"1766-1-15 00:00:00",-3
1766,12,-1.62,1766.96,"1766-12-15 00:00:00",-2
1766,2,-0.54,1766.12,"1766-2-15 00:00:00",-1
1766,3,0.47,1766.21,"1766-3-15 00:00:00",0
1766,4,0.72,1766.29,"1766-4-15 00:00:00",1
1766,5,0.07,1766.38,"1766-5-15 00:00:00",0
1766,6,1.08,1766.46,"1766-6-15 00:00:00",1
1766,7,0.79,1766.54,"1766-7-15 00:00:00",1
1766,8,1.01,1766.62,"1766-8-15 00:00:00",1
1766,9,0.1,1766.71,"1766-9-15 00:00:00",0
1767,10,0.36,1767.79,"1767-10-15 00:00:00",0
1767,11,1.09,1767.88,"1767-11-15 00:00:00",1
1767,1,-2.88,1767.04,"1767-1-15 00:00:00",-3
1767,12,-1.36,1767.96,"1767-12-15 00:00:00",-1
1767,2,1.39,1767.12,"1767-2-15 00:00:00",1
1767,3,0.19,1767.21,"1767-3-15 00:00:00",0
1767,4,-1.83,1767.29,"1767-4-15 00:00:00",-2
1767,5,0.22,1767.38,"1767-5-15 00:00:00",0
1767,6,0.04,1767.46,"1767-6-15 00:00:00",0
1767,7,0.23,1767.54,"1767-7-15 00:00:00",0
1767,8,-0.06,1767.62,"1767-8-15 00:00:00",0
1767,9,1.13,1767.71,"1767-9-15 00:00:00",1
1768,10,-0.69,1768.79,"1768-10-15 00:00:00",-1
1768,11,1.2,1768.88,"1768-11-15 00:00:00",1
1768,1,-1.58,1768.04,"1768-1-15 00:00:00",-2
1768,12,0.67,1768.96,"1768-12-15 00:00:00",1
1768,2,1.14,1768.12,"1768-2-15 00:00:00",1
1768,3,-1.66,1768.21,"1768-3-15 00:00:00",-2
1768,4,0.8,1768.29,"1768-4-15 00:00:00",1
1768,5,-0.61,1768.38,"1768-5-15 00:00:00",-1
1768,6,-1.6,1768.46,"1768-6-15 00:00:00",-2
1768,7,-0.7,1768.54,"1768-7-15 00:00:00",-1
1768,8,0.24,1768.62,"1768-8-15 00:00:00",0
1768,9,-0.7,1768.71,"1768-9-15 00:00:00",-1
1769,10,-3.49,1769.79,"1769-10-15 00:00:00",-3
1769,11,-1.08,1769.88,"1769-11-15 00:00:00",-1
1769,1,-0.33,1769.04,"1769-1-15 00:00:00",0
1769,12,-0.07,1769.96,"1769-12-15 00:00:00",0
1769,2,0.07,1769.12,"1769-2-15 00:00:00",0
1769,3,-0.31,1769.21,"1769-3-15 00:00:00",0
1769,4,-0.56,1769.29,"1769-4-15 00:00:00",-1
1769,5,-0.16,1769.38,"1769-5-15 00:00:00",0
1769,6,1.59,1769.46,"1769-6-15 00:00:00",2
1769,7,0.54,1769.54,"1769-7-15 00:00:00",1
1769,8,1.34,1769.62,"1769-8-15 00:00:00",1
1769,9,0.05,1769.71,"1769-9-15 00:00:00",0
1770,10,2.47,1770.79,"1770-10-15 00:00:00",2
1770,11,-0.5,1770.88,"1770-11-15 00:00:00",0
1770,1,-0.16,1770.04,"1770-1-15 00:00:00",0
1770,12,1.1,1770.96,"1770-12-15 00:00:00",1
1770,2,1.22,1770.12,"1770-2-15 00:00:00",1
1770,3,-2.42,1770.21,"1770-3-15 00:00:00",-2
1770,4,-0.86,1770.29,"1770-4-15 00:00:00",-1
1770,5,-1.49,1770.38,"1770-5-15 00:00:00",-1
1770,6,2.14,1770.46,"1770-6-15 00:00:00",2
1770,7,-0.34,1770.54,"1770-7-15 00:00:00",0
1770,8,0.93,1770.62,"1770-8-15 00:00:00",1
1770,9,1.54,1770.71,"1770-9-15 00:00:00",2
1771,10,1.13,1771.79,"1771-10-15 00:00:00",1
1771,11,-0.77,1771.88,"1771-11-15 00:00:00",-1
1771,1,-0.68,1771.04,"1771-1-15 00:00:00",-1
1771,12,1.27,1771.96,"1771-12-15 00:00:00",1
1771,2,-0.95,1771.12,"1771-2-15 00:00:00",-1
1771,3,-3.03,1771.21,"1771-3-15 00:00:00",-3
1771,4,-2.35,1771.29,"1771-4-15 00:00:00",-2
1771,5,-0.11,1771.38,"1771-5-15 00:00:00",0
1771,6,-1.12,1771.46,"1771-6-15 00:00:00",-1
1771,7,1.14,1771.54,"1771-7-15 00:00:00",1
1771,8,1.03,1771.62,"1771-8-15 00:00:00",1
1771,9,-0.54,1771.71,"1771-9-15 00:00:00",-1
1772,10,3.29,1772.79,"1772-10-15 00:00:00",3
1772,11,3.75,1772.88,"1772-11-15 00:00:00",4
1772,1,-1.75,1772.04,"1772-1-15 00:00:00",-2
1772,12,0.29,1772.96,"1772-12-15 00:00:00",0
1772,2,-2.22,1772.12,"1772-2-15 00:00:00",-2
1772,3,-1.88,1772.21,"1772-3-15 00:00:00",-2
1772,4,-0.82,1772.29,"1772-4-15 00:00:00",-1
1772,5,-2.69,1772.38,"1772-5-15 00:00:00",-3
1772,6,-0.01,1772.46,"1772-6-15 00:00:00",0
1772,7,0.6,1772.54,"1772-7-15 00:00:00",1
1772,8,1.33,1772.62,"1772-8-15 00:00:00",1
1772,9,1.13,1772.71,"1772-9-15 00:00:00",1
1773,10,1.9,1773.79,"1773-10-15 00:00:00",2
1773,11,1.38,1773.88,"1773-11-15 00:00:00",1
1773,1,0.15,1773.04,"1773-1-15 00:00:00",0
1773,12,-0.69,1773.96,"1773-12-15 00:00:00",-1
1773,2,-0.15,1773.12,"1773-2-15 00:00:00",0
1773,3,-0.27,1773.21,"1773-3-15 00:00:00",0
1773,4,1.08,1773.29,"1773-4-15 00:00:00",1
1773,5,-0.15,1773.38,"1773-5-15 00:00:00",0
1773,6,-0.09,1773.46,"1773-6-15 00:00:00",0
1773,7,-0.34,1773.54,"1773-7-15 00:00:00",0
1773,8,0.57,1773.62,"1773-8-15 00:00:00",1
1773,9,3.2,1773.71,"1773-9-15 00:00:00",3
1774,10,-1.43,1774.79,"1774-10-15 00:00:00",-1
1774,11,-4.19,1774.88,"1774-11-15 00:00:00",-4
1774,1,-1.98,1774.04,"1774-1-15 00:00:00",-2
1774,12,-1.76,1774.96,"1774-12-15 00:00:00",-2
1774,2,1.03,1774.12,"1774-2-15 00:00:00",1
1774,3,-1.15,1774.21,"1774-3-15 00:00:00",-1
1774,4,-0.25,1774.29,"1774-4-15 00:00:00",0
1774,5,-0.25,1774.38,"1774-5-15 00:00:00",0
1774,6,2.65,1774.46,"1774-6-15 00:00:00",3
1774,7,2.15,1774.54,"1774-7-15 00:00:00",2
1774,8,0.3,1774.62,"1774-8-15 00:00:00",0
1774,9,0.34,1774.71,"1774-9-15 00:00:00",0
1775,10,1.78,1775.79,"1775-10-15 00:00:00",2
1775,11,-1.37,1775.88,"1775-11-15 00:00:00",-1
1775,1,0.43,1775.04,"1775-1-15 00:00:00",0
1775,12,0.79,1775.96,"1775-12-15 00:00:00",1
1775,2,1.87,1775.12,"1775-2-15 00:00:00",2
1775,3,1.69,1775.21,"1775-3-15 00:00:00",2
1775,4,-0.46,1775.29,"1775-4-15 00:00:00",0
1775,5,0.37,1775.38,"1775-5-15 00:00:00",0
1775,6,1.31,1775.46,"1775-6-15 00:00:00",1
1775,7,2.08,1775.54,"1775-7-15 00:00:00",2
1775,8,3.59,1775.62,"1775-8-15 00:00:00",4
1775,9,3.15,1775.71,"1775-9-15 00:00:00",3
1776,10,0.19,1776.79,"1776-10-15 00:00:00",0
1776,11,0.38,1776.88,"1776-11-15 00:00:00",0
1776,1,-2.89,1776.04,"1776-1-15 00:00:00",-3
1776,12,0.08,1776.96,"1776-12-15 00:00:00",0
1776,2,3.05,1776.12,"1776-2-15 00:00:00",3
1776,3,0.07,1776.21,"1776-3-15 00:00:00",0
1776,4,-0.46,1776.29,"1776-4-15 00:00:00",0
1776,5,-1.14,1776.38,"1776-5-15 00:00:00",-1
1776,6,2.6,1776.46,"1776-6-15 00:00:00",3
1776,7,2.26,1776.54,"1776-7-15 00:00:00",2
1776,8,1.75,1776.62,"1776-8-15 00:00:00",2
1776,9,0.84,1776.71,"1776-9-15 00:00:00",1
1777,10,0.34,1777.79,"1777-10-15 00:00:00",0
1777,11,0.52,1777.88,"1777-11-15 00:00:00",1
1777,1,-0.77,1777.04,"1777-1-15 00:00:00",-1
1777,12,-1.08,1777.96,"1777-12-15 00:00:00",-1
1777,2,-0.46,1777.12,"1777-2-15 00:00:00",0
1777,3,-0.12,1777.21,"1777-3-15 00:00:00",0
1777,4,-1.17,1777.29,"1777-4-15 00:00:00",-1
1777,5,2.52,1777.38,"1777-5-15 00:00:00",3
1777,6,1.06,1777.46,"1777-6-15 00:00:00",1
1777,7,-0.74,1777.54,"1777-7-15 00:00:00",-1
1777,8,1.4,1777.62,"1777-8-15 00:00:00",1
1777,9,-0.7,1777.71,"1777-9-15 00:00:00",-1
1778,10,-1.27,1778.79,"1778-10-15 00:00:00",-1
1778,11,0.68,1778.88,"1778-11-15 00:00:00",1
1778,1,-0.86,1778.04,"1778-1-15 00:00:00",-1
1778,12,1.03,1778.96,"1778-12-15 00:00:00",1
1778,2,0.08,1778.12,"1778-2-15 00:00:00",0
1778,3,-0.17,1778.21,"1778-3-15 00:00:00",0
1778,4,0.28,1778.29,"1778-4-15 00:00:00",0
1778,5,1.86,1778.38,"1778-5-15 00:00:00",2
1778,6,0.69,1778.46,"1778-6-15 00:00:00",1
1778,7,1.32,1778.54,"1778-7-15 00:00:00",1
1778,8,0.68,1778.62,"1778-8-15 00:00:00",1
1778,9,-0.77,1778.71,"1778-9-15 00:00:00",-1
1779,10,1.12,1779.79,"1779-10-15 00:00:00",1
1779,11,0.1,1779.88,"1779-11-15 00:00:00",0
1779,1,-0.72,1779.04,"1779-1-15 00:00:00",-1
1779,12,-1.2,1779.96,"1779-12-15 00:00:00",-1
1779,2,2.19,1779.12,"1779-2-15 00:00:00",2
1779,3,1.25,1779.21,"1779-3-15 00:00:00",1
1779,4,2.05,1779.29,"1779-4-15 00:00:00",2
1779,5,1.7,1779.38,"1779-5-15 00:00:00",2
1779,6,-1.84,1779.46,"1779-6-15 00:00:00",-2
1779,7,-1.62,1779.54,"1779-7-15 00:00:00",-2
1779,8,0.36,1779.62,"1779-8-15 00:00:00",0
1779,9,1.53,1779.71,"1779-9-15 00:00:00",2
1780,10,-0.57,1780.79,"1780-10-15 00:00:00",-1
1780,11,-1.53,1780.88,"1780-11-15 00:00:00",-2
1780,1,-2.41,1780.04,"1780-1-15 00:00:00",-2
1780,12,-2.24,1780.96,"1780-12-15 00:00:00",-2
1780,2,0.15,1780.12,"1780-2-15 00:00:00",0
1780,3,2.96,1780.21,"1780-3-15 00:00:00",3
1780,4,-1.05,1780.29,"1780-4-15 00:00:00",-1
1780,5,1.28,1780.38,"1780-5-15 00:00:00",1
1780,6,1.4,1780.46,"1780-6-15 00:00:00",1
1780,7,2.23,1780.54,"1780-7-15 00:00:00",2
1780,8,-1.78,1780.62,"1780-8-15 00:00:00",-2
1780,9,0.34,1780.71,"1780-9-15 00:00:00",0
1781,10,-1.37,1781.79,"1781-10-15 00:00:00",-1
1781,11,0.74,1781.88,"1781-11-15 00:00:00",1
1781,1,-1.24,1781.04,"1781-1-15 00:00:00",-1
1781,12,-0.76,1781.96,"1781-12-15 00:00:00",-1
1781,2,0.71,1781.12,"1781-2-15 00:00:00",1
1781,3,0.2,1781.21,"1781-3-15 00:00:00",0
1781,4,0.07,1781.29,"1781-4-15 00:00:00",0
1781,5,-1.41,1781.38,"1781-5-15 00:00:00",-1
1781,6,1.06,1781.46,"1781-6-15 00:00:00",1
1781,7,2.3,1781.54,"1781-7-15 00:00:00",2
1781,8,3.63,1781.62,"1781-8-15 00:00:00",4
1781,9,0.58,1781.71,"1781-9-15 00:00:00",1
1782,10,-1.34,1782.79,"1782-10-15 00:00:00",-1
1782,11,-1.82,1782.88,"1782-11-15 00:00:00",-2
1782,1,1.56,1782.04,"1782-1-15 00:00:00",2
1782,12,-1.24,1782.96,"1782-12-15 00:00:00",-1
1782,2,-0.8,1782.12,"1782-2-15 00:00:00",-1
1782,3,-0.25,1782.21,"1782-3-15 00:00:00",0
1782,4,-1.64,1782.29,"1782-4-15 00:00:00",-2
