"year","month","noa1","ts","time","noa2"
1860,10,2.282,1860.79,"1860-10-15 00:00:00",2
1860,11,-3.44,1860.88,"1860-11-15 00:00:00",-3
1860,1,1.541,1860.04,"1860-1-15 00:00:00",2
1860,12,-2.144,1860.96,"1860-12-15 00:00:00",-2
1860,2,0.316,1860.12,"1860-2-15 00:00:00",0
1860,3,1.083,1860.21,"1860-3-15 00:00:00",1
1860,4,-0.37,1860.29,"1860-4-15 00:00:00",0
1860,5,-1.511,1860.38,"1860-5-15 00:00:00",-2
1860,6,-2.319,1860.46,"1860-6-15 00:00:00",-2
1860,7,-2.275,1860.54,"1860-7-15 00:00:00",-2
1860,8,-0.155,1860.62,"1860-8-15 00:00:00",0
1860,9,-0.919,1860.71,"1860-9-15 00:00:00",-1
1861,10,-0.797,1861.79,"1861-10-15 00:00:00",-1
1861,11,-1.35,1861.88,"1861-11-15 00:00:00",-1
1861,1,-0.56,1861.04,"1861-1-15 00:00:00",-1
1861,12,-1.495,1861.96,"1861-12-15 00:00:00",-1
1861,2,0.804,1861.12,"1861-2-15 00:00:00",1
1861,3,2.06,1861.21,"1861-3-15 00:00:00",2
1861,4,-1.86,1861.29,"1861-4-15 00:00:00",-2
1861,5,-1.986,1861.38,"1861-5-15 00:00:00",-2
1861,6,-1.044,1861.46,"1861-6-15 00:00:00",-1
1861,7,0.73,1861.54,"1861-7-15 00:00:00",1
1861,8,2.913,1861.62,"1861-8-15 00:00:00",3
1861,9,-0.848,1861.71,"1861-9-15 00:00:00",-1
1862,10,1.753,1862.79,"1862-10-15 00:00:00",2
1862,11,-0.493,1862.88,"1862-11-15 00:00:00",0
1862,1,1.149,1862.04,"1862-1-15 00:00:00",1
1862,12,2.918,1862.96,"1862-12-15 00:00:00",3
1862,2,-1.259,1862.12,"1862-2-15 00:00:00",-1
1862,3,-2.254,1862.21,"1862-3-15 00:00:00",-2
1862,4,0.643,1862.29,"1862-4-15 00:00:00",1
1862,5,0.648,1862.38,"1862-5-15 00:00:00",1
1862,6,-0.218,1862.46,"1862-6-15 00:00:00",0
1862,7,-2.084,1862.54,"1862-7-15 00:00:00",-2
1862,8,-1.434,1862.62,"1862-8-15 00:00:00",-1
1862,9,-1.501,1862.71,"1862-9-15 00:00:00",-2
1863,10,-0.592,1863.79,"1863-10-15 00:00:00",-1
1863,11,1.623,1863.88,"1863-11-15 00:00:00",2
1863,1,1.119,1863.04,"1863-1-15 00:00:00",1
1863,12,2.174,1863.96,"1863-12-15 00:00:00",2
1863,2,3.097,1863.12,"1863-2-15 00:00:00",3
1863,3,1.882,1863.21,"1863-3-15 00:00:00",2
1863,4,2.354,1863.29,"1863-4-15 00:00:00",2
1863,5,-1.489,1863.38,"1863-5-15 00:00:00",-1
1863,6,-0.586,1863.46,"1863-6-15 00:00:00",-1
1863,7,-0.426,1863.54,"1863-7-15 00:00:00",0
1863,8,0.103,1863.62,"1863-8-15 00:00:00",0
1863,9,2.465,1863.71,"1863-9-15 00:00:00",2
1864,10,-6.053,1864.79,"1864-10-15 00:00:00",-4
1864,11,0.006,1864.88,"1864-11-15 00:00:00",0
1864,1,2.028,1864.04,"1864-1-15 00:00:00",2
1864,12,-0.765,1864.96,"1864-12-15 00:00:00",-1
1864,2,-0.271,1864.12,"1864-2-15 00:00:00",0
1864,3,-1.778,1864.21,"1864-3-15 00:00:00",-2
1864,4,0.235,1864.29,"1864-4-15 00:00:00",0
1864,5,-1.832,1864.38,"1864-5-15 00:00:00",-2
1864,6,1.762,1864.46,"1864-6-15 00:00:00",2
1864,7,0.504,1864.54,"1864-7-15 00:00:00",1
1864,8,-0.209,1864.62,"1864-8-15 00:00:00",0
1864,9,1.119,1864.71,"1864-9-15 00:00:00",1
1865,10,-2.656,1865.79,"1865-10-15 00:00:00",-3
1865,11,-0.139,1865.88,"1865-11-15 00:00:00",0
1865,1,0.146,1865.04,"1865-1-15 00:00:00",0
1865,12,2.574,1865.96,"1865-12-15 00:00:00",3
1865,2,-0.418,1865.12,"1865-2-15 00:00:00",0
1865,3,-1.032,1865.21,"1865-3-15 00:00:00",-1
1865,4,0.921,1865.29,"1865-4-15 00:00:00",1
1865,5,0.867,1865.38,"1865-5-15 00:00:00",1
1865,6,0.738,1865.46,"1865-6-15 00:00:00",1
1865,7,-0.072,1865.54,"1865-7-15 00:00:00",0
1865,8,-0.221,1865.62,"1865-8-15 00:00:00",0
1865,9,3.239,1865.71,"1865-9-15 00:00:00",3
1866,10,-0.028,1866.79,"1866-10-15 00:00:00",0
1866,11,1.012,1866.88,"1866-11-15 00:00:00",1
1866,1,2.055,1866.04,"1866-1-15 00:00:00",2
1866,12,2.135,1866.96,"1866-12-15 00:00:00",2
1866,2,0.702,1866.12,"1866-2-15 00:00:00",1
1866,3,-2.103,1866.21,"1866-3-15 00:00:00",-2
1866,4,-0.876,1866.29,"1866-4-15 00:00:00",-1
1866,5,-1.539,1866.38,"1866-5-15 00:00:00",-2
1866,6,-0.185,1866.46,"1866-6-15 00:00:00",0
1866,7,0.285,1866.54,"1866-7-15 00:00:00",0
1866,8,0.771,1866.62,"1866-8-15 00:00:00",1
1866,9,1.522,1866.71,"1866-9-15 00:00:00",2
1867,10,0.733,1867.79,"1867-10-15 00:00:00",1
1867,11,-1.512,1867.88,"1867-11-15 00:00:00",-2
1867,1,-2.168,1867.04,"1867-1-15 00:00:00",-2
1867,12,-0.551,1867.96,"1867-12-15 00:00:00",-1
1867,2,3.635,1867.12,"1867-2-15 00:00:00",4
1867,3,-3.027,1867.21,"1867-3-15 00:00:00",-3
1867,4,3.077,1867.29,"1867-4-15 00:00:00",3
1867,5,-2.346,1867.38,"1867-5-15 00:00:00",-2
1867,6,-1.2,1867.46,"1867-6-15 00:00:00",-1
1867,7,-1.773,1867.54,"1867-7-15 00:00:00",-2
1867,8,3.1,1867.62,"1867-8-15 00:00:00",3
1867,9,1.133,1867.71,"1867-9-15 00:00:00",1
1868,10,1.873,1868.79,"1868-10-15 00:00:00",2
1868,11,-0.833,1868.88,"1868-11-15 00:00:00",-1
1868,1,1.456,1868.04,"1868-1-15 00:00:00",1
1868,12,2.014,1868.96,"1868-12-15 00:00:00",2
1868,2,3.954,1868.12,"1868-2-15 00:00:00",4
1868,3,2.94,1868.21,"1868-3-15 00:00:00",3
1868,4,2.515,1868.29,"1868-4-15 00:00:00",3
1868,5,1.346,1868.38,"1868-5-15 00:00:00",1
1868,6,2.101,1868.46,"1868-6-15 00:00:00",2
1868,7,1.207,1868.54,"1868-7-15 00:00:00",1
1868,8,3.016,1868.62,"1868-8-15 00:00:00",3
1868,9,-2.653,1868.71,"1868-9-15 00:00:00",-3
1869,10,-0.794,1869.79,"1869-10-15 00:00:00",-1
1869,11,0.792,1869.88,"1869-11-15 00:00:00",1
1869,1,3.249,1869.04,"1869-1-15 00:00:00",3
1869,12,-0.692,1869.96,"1869-12-15 00:00:00",-1
1869,2,3.9,1869.12,"1869-2-15 00:00:00",4
1869,3,-1.911,1869.21,"1869-3-15 00:00:00",-2
1869,4,2.618,1869.29,"1869-4-15 00:00:00",3
1869,5,-1.985,1869.38,"1869-5-15 00:00:00",-2
1869,6,-0.711,1869.46,"1869-6-15 00:00:00",-1
1869,7,0.289,1869.54,"1869-7-15 00:00:00",0
1869,8,1.146,1869.62,"1869-8-15 00:00:00",1
1869,9,0.621,1869.71,"1869-9-15 00:00:00",1
1870,10,1.298,1870.79,"1870-10-15 00:00:00",1
1870,11,-2.04,1870.88,"1870-11-15 00:00:00",-2
1870,1,0.319,1870.04,"1870-1-15 00:00:00",0
1870,12,-3.519,1870.96,"1870-12-15 00:00:00",-4
1870,2,-1.978,1870.12,"1870-2-15 00:00:00",-2
1870,3,-2.072,1870.21,"1870-3-15 00:00:00",-2
1870,4,2.918,1870.29,"1870-4-15 00:00:00",3
1870,5,1.546,1870.38,"1870-5-15 00:00:00",2
1870,6,0.56,1870.46,"1870-6-15 00:00:00",1
1870,7,-0.363,1870.54,"1870-7-15 00:00:00",0
1870,8,-3.409,1870.62,"1870-8-15 00:00:00",-3
1870,9,1.711,1870.71,"1870-9-15 00:00:00",2
1871,10,-0.895,1871.79,"1871-10-15 00:00:00",-1
1871,11,-3.717,1871.88,"1871-11-15 00:00:00",-4
1871,1,0.674,1871.04,"1871-1-15 00:00:00",1
1871,12,-0.182,1871.96,"1871-12-15 00:00:00",0
1871,2,1.708,1871.12,"1871-2-15 00:00:00",2
1871,3,1.148,1871.21,"1871-3-15 00:00:00",1
1871,4,-0.316,1871.29,"1871-4-15 00:00:00",0
1871,5,-2.499,1871.38,"1871-5-15 00:00:00",-2
1871,6,-1.366,1871.46,"1871-6-15 00:00:00",-1
1871,7,1.752,1871.54,"1871-7-15 00:00:00",2
1871,8,4.191,1871.62,"1871-8-15 00:00:00",4
1871,9,-1.933,1871.71,"1871-9-15 00:00:00",-2
1872,10,-0.911,1872.79,"1872-10-15 00:00:00",-1
1872,11,0.667,1872.88,"1872-11-15 00:00:00",1
1872,1,1.151,1872.04,"1872-1-15 00:00:00",1
1872,12,-1.089,1872.96,"1872-12-15 00:00:00",-1
1872,2,0.449,1872.12,"1872-2-15 00:00:00",0
1872,3,-1.199,1872.21,"1872-3-15 00:00:00",-1
1872,4,-0.728,1872.29,"1872-4-15 00:00:00",-1
1872,5,0.017,1872.38,"1872-5-15 00:00:00",0
1872,6,-0.345,1872.46,"1872-6-15 00:00:00",0
1872,7,-3.606,1872.54,"1872-7-15 00:00:00",-4
1872,8,-1.425,1872.62,"1872-8-15 00:00:00",-1
1872,9,-2.53,1872.71,"1872-9-15 00:00:00",-3
1873,10,-0.815,1873.79,"1873-10-15 00:00:00",-1
1873,11,-2.23,1873.88,"1873-11-15 00:00:00",-2
1873,1,2.298,1873.04,"1873-1-15 00:00:00",2
1873,12,2.009,1873.96,"1873-12-15 00:00:00",2
1873,2,0.176,1873.12,"1873-2-15 00:00:00",0
1873,3,-0.391,1873.21,"1873-3-15 00:00:00",0
1873,4,-2.169,1873.29,"1873-4-15 00:00:00",-2
1873,5,-0.925,1873.38,"1873-5-15 00:00:00",-1
1873,6,0.78,1873.46,"1873-6-15 00:00:00",1
1873,7,-0.124,1873.54,"1873-7-15 00:00:00",0
1873,8,3.438,1873.62,"1873-8-15 00:00:00",3
1873,9,-0.571,1873.71,"1873-9-15 00:00:00",-1
1874,10,0.863,1874.79,"1874-10-15 00:00:00",1
1874,11,-0.343,1874.88,"1874-11-15 00:00:00",0
1874,1,1.564,1874.04,"1874-1-15 00:00:00",2
1874,12,-2.122,1874.96,"1874-12-15 00:00:00",-2
1874,2,2.071,1874.12,"1874-2-15 00:00:00",2
1874,3,1.466,1874.21,"1874-3-15 00:00:00",1
1874,4,2.991,1874.29,"1874-4-15 00:00:00",3
1874,5,-1.85,1874.38,"1874-5-15 00:00:00",-2
1874,6,-0.761,1874.46,"1874-6-15 00:00:00",-1
1874,7,0.178,1874.54,"1874-7-15 00:00:00",0
1874,8,0.821,1874.62,"1874-8-15 00:00:00",1
1874,9,0.738,1874.71,"1874-9-15 00:00:00",1
1875,10,-0.755,1875.79,"1875-10-15 00:00:00",-1
1875,11,-2.8,1875.88,"1875-11-15 00:00:00",-3
1875,1,2.06,1875.04,"1875-1-15 00:00:00",2
1875,12,0.076,1875.96,"1875-12-15 00:00:00",0
1875,2,-1.467,1875.12,"1875-2-15 00:00:00",-1
1875,3,-0.614,1875.21,"1875-3-15 00:00:00",-1
1875,4,-0.405,1875.29,"1875-4-15 00:00:00",0
1875,5,0.893,1875.38,"1875-5-15 00:00:00",1
1875,6,1.456,1875.46,"1875-6-15 00:00:00",1
1875,7,-1.44,1875.54,"1875-7-15 00:00:00",-1
1875,8,1.707,1875.62,"1875-8-15 00:00:00",2
1875,9,-0.014,1875.71,"1875-9-15 00:00:00",0
1876,10,-2.192,1876.79,"1876-10-15 00:00:00",-2
1876,11,-2.348,1876.88,"1876-11-15 00:00:00",-2
1876,1,1.097,1876.04,"1876-1-15 00:00:00",1
1876,12,-1.129,1876.96,"1876-12-15 00:00:00",-1
1876,2,0.747,1876.12,"1876-2-15 00:00:00",1
1876,3,-0.29,1876.21,"1876-3-15 00:00:00",0
1876,4,-0.673,1876.29,"1876-4-15 00:00:00",-1
1876,5,-1.452,1876.38,"1876-5-15 00:00:00",-1
1876,6,1.705,1876.46,"1876-6-15 00:00:00",2
1876,7,3.481,1876.54,"1876-7-15 00:00:00",3
1876,8,1.016,1876.62,"1876-8-15 00:00:00",1
1876,9,-2.615,1876.71,"1876-9-15 00:00:00",-3
1877,10,1.252,1877.79,"1877-10-15 00:00:00",1
1877,11,2.062,1877.88,"1877-11-15 00:00:00",2
1877,1,2.389,1877.04,"1877-1-15 00:00:00",2
1877,12,2.159,1877.96,"1877-12-15 00:00:00",2
1877,2,1.959,1877.12,"1877-2-15 00:00:00",2
1877,3,-0.446,1877.21,"1877-3-15 00:00:00",0
1877,4,-2.3,1877.29,"1877-4-15 00:00:00",-2
1877,5,-1.732,1877.38,"1877-5-15 00:00:00",-2
1877,6,-0.318,1877.46,"1877-6-15 00:00:00",0
1877,7,1.176,1877.54,"1877-7-15 00:00:00",1
1877,8,-1.834,1877.62,"1877-8-15 00:00:00",-2
1877,9,-3.735,1877.71,"1877-9-15 00:00:00",-4
1878,10,-1.436,1878.79,"1878-10-15 00:00:00",-1
1878,11,-3.475,1878.88,"1878-11-15 00:00:00",-3
1878,1,1.18,1878.04,"1878-1-15 00:00:00",1
1878,12,-3.31,1878.96,"1878-12-15 00:00:00",-3
1878,2,2.202,1878.12,"1878-2-15 00:00:00",2
1878,3,-0.007,1878.21,"1878-3-15 00:00:00",0
1878,4,0.447,1878.29,"1878-4-15 00:00:00",0
1878,5,0.278,1878.38,"1878-5-15 00:00:00",0
1878,6,-1.542,1878.46,"1878-6-15 00:00:00",-2
1878,7,-1.933,1878.54,"1878-7-15 00:00:00",-2
1878,8,-2.459,1878.62,"1878-8-15 00:00:00",-2
1878,9,-0.946,1878.71,"1878-9-15 00:00:00",-1
1879,10,-1.879,1879.79,"1879-10-15 00:00:00",-2
1879,11,-3.375,1879.88,"1879-11-15 00:00:00",-3
1879,1,-0.707,1879.04,"1879-1-15 00:00:00",-1
1879,12,0.579,1879.96,"1879-12-15 00:00:00",1
1879,2,0.855,1879.12,"1879-2-15 00:00:00",1
1879,3,-0.083,1879.21,"1879-3-15 00:00:00",0
1879,4,0.099,1879.29,"1879-4-15 00:00:00",0
1879,5,0.631,1879.38,"1879-5-15 00:00:00",1
1879,6,-0.495,1879.46,"1879-6-15 00:00:00",0
1879,7,-1.567,1879.54,"1879-7-15 00:00:00",-2
1879,8,-0.288,1879.62,"1879-8-15 00:00:00",0
1879,9,1.901,1879.71,"1879-9-15 00:00:00",2
1880,10,-3.203,1880.79,"1880-10-15 00:00:00",-3
1880,11,1.193,1880.88,"1880-11-15 00:00:00",1
1880,1,0.419,1880.04,"1880-1-15 00:00:00",0
1880,12,0.521,1880.96,"1880-12-15 00:00:00",1
1880,2,1.915,1880.12,"1880-2-15 00:00:00",2
1880,3,0.063,1880.21,"1880-3-15 00:00:00",0
1880,4,1.658,1880.29,"1880-4-15 00:00:00",2
1880,5,-1.785,1880.38,"1880-5-15 00:00:00",-2
1880,6,0.453,1880.46,"1880-6-15 00:00:00",0
1880,7,-1.897,1880.54,"1880-7-15 00:00:00",-2
1880,8,-0.426,1880.62,"1880-8-15 00:00:00",0
1880,9,0.924,1880.71,"1880-9-15 00:00:00",1
1881,10,-2.038,1881.79,"1881-10-15 00:00:00",-2
1881,11,4.337,1881.88,"1881-11-15 00:00:00",4
1881,1,-3.597,1881.04,"1881-1-15 00:00:00",-4
1881,12,2.771,1881.96,"1881-12-15 00:00:00",3
1881,2,-1.616,1881.12,"1881-2-15 00:00:00",-2
1881,3,-0.51,1881.21,"1881-3-15 00:00:00",-1
1881,4,-1.424,1881.29,"1881-4-15 00:00:00",-1
1881,5,0.823,1881.38,"1881-5-15 00:00:00",1
1881,6,0.005,1881.46,"1881-6-15 00:00:00",0
1881,7,2.098,1881.54,"1881-7-15 00:00:00",2
1881,8,0.424,1881.62,"1881-8-15 00:00:00",0
1881,9,-0.248,1881.71,"1881-9-15 00:00:00",0
1882,10,0.652,1882.79,"1882-10-15 00:00:00",1
1882,11,2.006,1882.88,"1882-11-15 00:00:00",2
1882,1,3.066,1882.04,"1882-1-15 00:00:00",3
1882,12,-1.694,1882.96,"1882-12-15 00:00:00",-2
1882,2,3.196,1882.12,"1882-2-15 00:00:00",3
1882,3,3.608,1882.21,"1882-3-15 00:00:00",4
1882,4,-0.425,1882.29,"1882-4-15 00:00:00",0
1882,5,-0.677,1882.38,"1882-5-15 00:00:00",-1
1882,6,-0.641,1882.46,"1882-6-15 00:00:00",-1
1882,7,1.597,1882.54,"1882-7-15 00:00:00",2
1882,8,2.055,1882.62,"1882-8-15 00:00:00",2
1882,9,0.396,1882.71,"1882-9-15 00:00:00",0
1883,10,1.683,1883.79,"1883-10-15 00:00:00",2
1883,11,2.362,1883.88,"1883-11-15 00:00:00",2
1883,1,1.668,1883.04,"1883-1-15 00:00:00",2
1883,12,0.906,1883.96,"1883-12-15 00:00:00",1
1883,2,4.252,1883.12,"1883-2-15 00:00:00",4
1883,3,-3.043,1883.21,"1883-3-15 00:00:00",-3
1883,4,0.879,1883.29,"1883-4-15 00:00:00",1
1883,5,-0.537,1883.38,"1883-5-15 00:00:00",-1
1883,6,-1.745,1883.46,"1883-6-15 00:00:00",-2
1883,7,-2.247,1883.54,"1883-7-15 00:00:00",-2
1883,8,3.005,1883.62,"1883-8-15 00:00:00",3
1883,9,0.469,1883.71,"1883-9-15 00:00:00",0
1884,10,0.272,1884.79,"1884-10-15 00:00:00",0
1884,11,-1.157,1884.88,"1884-11-15 00:00:00",-1
1884,1,3.323,1884.04,"1884-1-15 00:00:00",3
1884,12,1.941,1884.96,"1884-12-15 00:00:00",2
1884,2,1.476,1884.12,"1884-2-15 00:00:00",1
1884,3,0.193,1884.21,"1884-3-15 00:00:00",0
1884,4,-2.364,1884.29,"1884-4-15 00:00:00",-2
1884,5,-0.17,1884.38,"1884-5-15 00:00:00",0
1884,6,0.5,1884.46,"1884-6-15 00:00:00",0
1884,7,-0.804,1884.54,"1884-7-15 00:00:00",-1
1884,8,2.164,1884.62,"1884-8-15 00:00:00",2
1884,9,1.602,1884.71,"1884-9-15 00:00:00",2
1885,10,-0.839,1885.79,"1885-10-15 00:00:00",-1
1885,11,-0.76,1885.88,"1885-11-15 00:00:00",-1
1885,1,-0.803,1885.04,"1885-1-15 00:00:00",-1
1885,12,-0.026,1885.96,"1885-12-15 00:00:00",0
1885,2,0.091,1885.12,"1885-2-15 00:00:00",0
1885,3,-1.063,1885.21,"1885-3-15 00:00:00",-1
1885,4,0.358,1885.29,"1885-4-15 00:00:00",0
1885,5,0.323,1885.38,"1885-5-15 00:00:00",0
1885,6,1.592,1885.46,"1885-6-15 00:00:00",2
1885,7,3.072,1885.54,"1885-7-15 00:00:00",3
1885,8,-1.025,1885.62,"1885-8-15 00:00:00",-1
1885,9,1.403,1885.71,"1885-9-15 00:00:00",1
1886,10,-0.547,1886.79,"1886-10-15 00:00:00",-1
1886,11,0.548,1886.88,"1886-11-15 00:00:00",1
1886,1,-1.406,1886.04,"1886-1-15 00:00:00",-1
1886,12,0.124,1886.96,"1886-12-15 00:00:00",0
1886,2,-0.386,1886.12,"1886-2-15 00:00:00",0
1886,3,0.563,1886.21,"1886-3-15 00:00:00",1
1886,4,-1.374,1886.29,"1886-4-15 00:00:00",-1
1886,5,-0.666,1886.38,"1886-5-15 00:00:00",-1
1886,6,-1.17,1886.46,"1886-6-15 00:00:00",-1
1886,7,-1.587,1886.54,"1886-7-15 00:00:00",-2
1886,8,2.429,1886.62,"1886-8-15 00:00:00",2
1886,9,-0.341,1886.71,"1886-9-15 00:00:00",0
1887,10,-1.141,1887.79,"1887-10-15 00:00:00",-1
1887,11,-3.255,1887.88,"1887-11-15 00:00:00",-3
1887,1,1.898,1887.04,"1887-1-15 00:00:00",2
1887,12,-1.625,1887.96,"1887-12-15 00:00:00",-2
1887,2,2.027,1887.12,"1887-2-15 00:00:00",2
1887,3,-0.847,1887.21,"1887-3-15 00:00:00",-1
1887,4,-2.107,1887.29,"1887-4-15 00:00:00",-2
1887,5,0.437,1887.38,"1887-5-15 00:00:00",0
1887,6,0.058,1887.46,"1887-6-15 00:00:00",0
1887,7,0.579,1887.54,"1887-7-15 00:00:00",1
1887,8,-1.191,1887.62,"1887-8-15 00:00:00",-1
1887,9,-2.56,1887.71,"1887-9-15 00:00:00",-3
1888,10,-0.89,1888.79,"1888-10-15 00:00:00",-1
1888,11,2.699,1888.88,"1888-11-15 00:00:00",3
1888,1,0.206,1888.04,"1888-1-15 00:00:00",0
1888,12,1.248,1888.96,"1888-12-15 00:00:00",1
1888,2,-2.251,1888.12,"1888-2-15 00:00:00",-2
1888,3,-1.495,1888.21,"1888-3-15 00:00:00",-1
1888,4,-2.247,1888.29,"1888-4-15 00:00:00",-2
1888,5,0.966,1888.38,"1888-5-15 00:00:00",1
1888,6,-1.699,1888.46,"1888-6-15 00:00:00",-2
1888,7,-0.005,1888.54,"1888-7-15 00:00:00",0
1888,8,3.999,1888.62,"1888-8-15 00:00:00",4
1888,9,-0.417,1888.71,"1888-9-15 00:00:00",0
1889,10,-1.228,1889.79,"1889-10-15 00:00:00",-1
1889,11,2.696,1889.88,"1889-11-15 00:00:00",3
1889,1,0.65,1889.04,"1889-1-15 00:00:00",1
1889,12,2.303,1889.96,"1889-12-15 00:00:00",2
1889,2,-0.198,1889.12,"1889-2-15 00:00:00",0
1889,3,0.114,1889.21,"1889-3-15 00:00:00",0
1889,4,1.051,1889.29,"1889-4-15 00:00:00",1
1889,5,-0.391,1889.38,"1889-5-15 00:00:00",0
1889,6,1.891,1889.46,"1889-6-15 00:00:00",2
1889,7,-1.03,1889.54,"1889-7-15 00:00:00",-1
1889,8,3.777,1889.62,"1889-8-15 00:00:00",4
1889,9,-1.983,1889.71,"1889-9-15 00:00:00",-2
1890,10,0.852,1890.79,"1890-10-15 00:00:00",1
1890,11,1.898,1890.88,"1890-11-15 00:00:00",2
1890,1,4.323,1890.04,"1890-1-15 00:00:00",4
1890,12,-2.746,1890.96,"1890-12-15 00:00:00",-3
1890,2,-1.366,1890.12,"1890-2-15 00:00:00",-1
1890,3,0.498,1890.21,"1890-3-15 00:00:00",0
1890,4,-0.081,1890.29,"1890-4-15 00:00:00",0
1890,5,-1.143,1890.38,"1890-5-15 00:00:00",-1
1890,6,1.231,1890.46,"1890-6-15 00:00:00",1
1890,7,0.297,1890.54,"1890-7-15 00:00:00",0
1890,8,0.99,1890.62,"1890-8-15 00:00:00",1
1890,9,2.498,1890.71,"1890-9-15 00:00:00",2
1891,10,-0.46,1891.79,"1891-10-15 00:00:00",0
1891,11,-1.533,1891.88,"1891-11-15 00:00:00",-2
1891,1,0.275,1891.04,"1891-1-15 00:00:00",0
1891,12,2.858,1891.96,"1891-12-15 00:00:00",3
1891,2,2.807,1891.12,"1891-2-15 00:00:00",3
1891,3,-1.172,1891.21,"1891-3-15 00:00:00",-1
1891,4,-0.924,1891.29,"1891-4-15 00:00:00",-1
1891,5,-1.775,1891.38,"1891-5-15 00:00:00",-2
1891,6,-3.741,1891.46,"1891-6-15 00:00:00",-4
1891,7,-0.541,1891.54,"1891-7-15 00:00:00",-1
1891,8,2.224,1891.62,"1891-8-15 00:00:00",2
1891,9,2.289,1891.71,"1891-9-15 00:00:00",2
1892,10,-3.684,1892.79,"1892-10-15 00:00:00",-4
1892,11,0.812,1892.88,"1892-11-15 00:00:00",1
1892,1,-0.774,1892.04,"1892-1-15 00:00:00",-1
1892,12,-1.054,1892.96,"1892-12-15 00:00:00",-1
1892,2,-2.215,1892.12,"1892-2-15 00:00:00",-2
1892,3,-1.533,1892.21,"1892-3-15 00:00:00",-2
1892,4,-1.145,1892.29,"1892-4-15 00:00:00",-1
1892,5,-0.568,1892.38,"1892-5-15 00:00:00",-1
1892,6,-0.471,1892.46,"1892-6-15 00:00:00",0
1892,7,0.182,1892.54,"1892-7-15 00:00:00",0
1892,8,1.155,1892.62,"1892-8-15 00:00:00",1
1892,9,1.612,1892.71,"1892-9-15 00:00:00",2
1893,10,0.316,1893.79,"1893-10-15 00:00:00",0
1893,11,-2.156,1893.88,"1893-11-15 00:00:00",-2
1893,1,-1.61,1893.04,"1893-1-15 00:00:00",-2
1893,12,1.861,1893.96,"1893-12-15 00:00:00",2
1893,2,2.541,1893.12,"1893-2-15 00:00:00",3
1893,3,-0.037,1893.21,"1893-3-15 00:00:00",0
1893,4,0.038,1893.29,"1893-4-15 00:00:00",0
1893,5,0.367,1893.38,"1893-5-15 00:00:00",0
1893,6,-0.56,1893.46,"1893-6-15 00:00:00",-1
1893,7,-1.499,1893.54,"1893-7-15 00:00:00",-1
1893,8,0.476,1893.62,"1893-8-15 00:00:00",0
1893,9,-0.968,1893.71,"1893-9-15 00:00:00",-1
1894,10,-2.245,1894.79,"1894-10-15 00:00:00",-2
1894,11,1.958,1894.88,"1894-11-15 00:00:00",2
1894,1,1.396,1894.04,"1894-1-15 00:00:00",1
1894,12,0.936,1894.96,"1894-12-15 00:00:00",1
1894,2,3.949,1894.12,"1894-2-15 00:00:00",4
1894,3,1.122,1894.21,"1894-3-15 00:00:00",1
1894,4,1.98,1894.29,"1894-4-15 00:00:00",2
1894,5,-1.379,1894.38,"1894-5-15 00:00:00",-1
1894,6,2.778,1894.46,"1894-6-15 00:00:00",3
1894,7,1.176,1894.54,"1894-7-15 00:00:00",1
1894,8,0.905,1894.62,"1894-8-15 00:00:00",1
1894,9,-2.194,1894.71,"1894-9-15 00:00:00",-2
1895,10,-2.529,1895.79,"1895-10-15 00:00:00",-3
1895,11,1.924,1895.88,"1895-11-15 00:00:00",2
1895,1,-2.61,1895.04,"1895-1-15 00:00:00",-3
1895,12,0.025,1895.96,"1895-12-15 00:00:00",0
1895,2,-4.137,1895.12,"1895-2-15 00:00:00",-4
1895,3,-0.268,1895.21,"1895-3-15 00:00:00",0
1895,4,0.37,1895.29,"1895-4-15 00:00:00",0
1895,5,0.512,1895.38,"1895-5-15 00:00:00",1
1895,6,-0.197,1895.46,"1895-6-15 00:00:00",0
1895,7,1.207,1895.54,"1895-7-15 00:00:00",1
1895,8,1.718,1895.62,"1895-8-15 00:00:00",2
1895,9,1.154,1895.71,"1895-9-15 00:00:00",1
1896,10,-2.771,1896.79,"1896-10-15 00:00:00",-3
1896,11,-0.551,1896.88,"1896-11-15 00:00:00",-1
1896,1,-0.225,1896.04,"1896-1-15 00:00:00",0
1896,12,1.857,1896.96,"1896-12-15 00:00:00",2
1896,2,2.331,1896.12,"1896-2-15 00:00:00",2
1896,3,1.385,1896.21,"1896-3-15 00:00:00",1
1896,4,2.543,1896.29,"1896-4-15 00:00:00",3
1896,5,-0.892,1896.38,"1896-5-15 00:00:00",-1
1896,6,-0.266,1896.46,"1896-6-15 00:00:00",0
1896,7,1.231,1896.54,"1896-7-15 00:00:00",1
1896,8,-1.021,1896.62,"1896-8-15 00:00:00",-1
1896,9,0.6,1896.71,"1896-9-15 00:00:00",1
1897,10,-0.601,1897.79,"1897-10-15 00:00:00",-1
1897,11,0.019,1897.88,"1897-11-15 00:00:00",0
1897,1,-2.362,1897.04,"1897-1-15 00:00:00",-2
1897,12,1.349,1897.96,"1897-12-15 00:00:00",1
1897,2,3.323,1897.12,"1897-2-15 00:00:00",3
1897,3,2.306,1897.21,"1897-3-15 00:00:00",2
1897,4,4.282,1897.29,"1897-4-15 00:00:00",4
1897,5,-0.523,1897.38,"1897-5-15 00:00:00",-1
