"year","month","noa1","ts","time","noa2"
1833,9,-0.93,1833.71,"1833-9-15 00:00:00",-1
1834,10,0.304,1834.79,"1834-10-15 00:00:00",0
1834,11,-2.284,1834.88,"1834-11-15 00:00:00",-2
1834,1,3.068,1834.04,"1834-1-15 00:00:00",3
1834,12,0.111,1834.96,"1834-12-15 00:00:00",0
1834,2,2.662,1834.12,"1834-2-15 00:00:00",3
1834,3,1.37,1834.21,"1834-3-15 00:00:00",1
1834,4,-2.38,1834.29,"1834-4-15 00:00:00",-2
1834,5,-1.027,1834.38,"1834-5-15 00:00:00",-1
1834,6,0.272,1834.46,"1834-6-15 00:00:00",0
1834,7,-0.728,1834.54,"1834-7-15 00:00:00",-1
1834,8,-0.86,1834.62,"1834-8-15 00:00:00",-1
1834,9,-0.621,1834.71,"1834-9-15 00:00:00",-1
1835,10,-0.297,1835.79,"1835-10-15 00:00:00",0
1835,11,-1.311,1835.88,"1835-11-15 00:00:00",-1
1835,1,0.375,1835.04,"1835-1-15 00:00:00",0
1835,12,-1.464,1835.96,"1835-12-15 00:00:00",-1
1835,2,3.371,1835.12,"1835-2-15 00:00:00",3
1835,3,1.539,1835.21,"1835-3-15 00:00:00",2
1835,4,-1.024,1835.29,"1835-4-15 00:00:00",-1
1835,5,0.581,1835.38,"1835-5-15 00:00:00",1
1835,6,0.102,1835.46,"1835-6-15 00:00:00",0
1835,7,0.571,1835.54,"1835-7-15 00:00:00",1
1835,8,2.349,1835.62,"1835-8-15 00:00:00",2
1835,9,0.288,1835.71,"1835-9-15 00:00:00",0
1836,10,-1.167,1836.79,"1836-10-15 00:00:00",-1
1836,11,2.039,1836.88,"1836-11-15 00:00:00",2
1836,1,1.468,1836.04,"1836-1-15 00:00:00",1
1836,12,-1.412,1836.96,"1836-12-15 00:00:00",-1
1836,2,0.055,1836.12,"1836-2-15 00:00:00",0
1836,3,2.278,1836.21,"1836-3-15 00:00:00",2
1836,4,0.874,1836.29,"1836-4-15 00:00:00",1
1836,5,-1.504,1836.38,"1836-5-15 00:00:00",-2
1836,6,2.947,1836.46,"1836-6-15 00:00:00",3
1836,7,4.327,1836.54,"1836-7-15 00:00:00",4
1836,8,2.798,1836.62,"1836-8-15 00:00:00",3
1836,9,-1.587,1836.71,"1836-9-15 00:00:00",-2
1837,10,2.517,1837.79,"1837-10-15 00:00:00",3
1837,11,1.342,1837.88,"1837-11-15 00:00:00",1
1837,1,-1.156,1837.04,"1837-1-15 00:00:00",-1
1837,12,1.365,1837.96,"1837-12-15 00:00:00",1
1837,2,4.67,1837.12,"1837-2-15 00:00:00",4
1837,3,-3.077,1837.21,"1837-3-15 00:00:00",-3
1837,4,-0.56,1837.29,"1837-4-15 00:00:00",-1
1837,5,-1.022,1837.38,"1837-5-15 00:00:00",-1
1837,6,-2.98,1837.46,"1837-6-15 00:00:00",-3
1837,7,-2.398,1837.54,"1837-7-15 00:00:00",-2
1837,8,0.006,1837.62,"1837-8-15 00:00:00",0
1837,9,0.169,1837.71,"1837-9-15 00:00:00",0
1838,10,0.588,1838.79,"1838-10-15 00:00:00",1
1838,11,-2.646,1838.88,"1838-11-15 00:00:00",-3
1838,1,-2.16,1838.04,"1838-1-15 00:00:00",-2
1838,12,2.552,1838.96,"1838-12-15 00:00:00",3
1838,2,-1.805,1838.12,"1838-2-15 00:00:00",-2
1838,3,1.231,1838.21,"1838-3-15 00:00:00",1
1838,4,-0.612,1838.29,"1838-4-15 00:00:00",-1
1838,5,-2.156,1838.38,"1838-5-15 00:00:00",-2
1838,6,1.237,1838.46,"1838-6-15 00:00:00",1
1838,7,0.11,1838.54,"1838-7-15 00:00:00",0
1838,8,1.156,1838.62,"1838-8-15 00:00:00",1
1838,9,1.46,1838.71,"1838-9-15 00:00:00",1
1839,10,-1.274,1839.79,"1839-10-15 00:00:00",-1
1839,11,-2.895,1839.88,"1839-11-15 00:00:00",-3
1839,1,1.243,1839.04,"1839-1-15 00:00:00",1
1839,12,-0.628,1839.96,"1839-12-15 00:00:00",-1
1839,2,4.197,1839.12,"1839-2-15 00:00:00",4
1839,3,0.788,1839.21,"1839-3-15 00:00:00",1
1839,4,1.405,1839.29,"1839-4-15 00:00:00",1
1839,5,-0.939,1839.38,"1839-5-15 00:00:00",-1
1839,6,0.01,1839.46,"1839-6-15 00:00:00",0
1839,7,1.136,1839.54,"1839-7-15 00:00:00",1
1839,8,0.04,1839.62,"1839-8-15 00:00:00",0
1839,9,1.09,1839.71,"1839-9-15 00:00:00",1
1840,10,-2.497,1840.79,"1840-10-15 00:00:00",-2
1840,11,0.458,1840.88,"1840-11-15 00:00:00",0
1840,1,2.97,1840.04,"1840-1-15 00:00:00",3
1840,12,-2.431,1840.96,"1840-12-15 00:00:00",-2
1840,2,-0.399,1840.12,"1840-2-15 00:00:00",0
1840,3,-3.055,1840.21,"1840-3-15 00:00:00",-3
1840,4,0.87,1840.29,"1840-4-15 00:00:00",1
1840,5,-0.575,1840.38,"1840-5-15 00:00:00",-1
1840,6,-0.085,1840.46,"1840-6-15 00:00:00",0
1840,7,1.227,1840.54,"1840-7-15 00:00:00",1
1840,8,0.048,1840.62,"1840-8-15 00:00:00",0
1840,9,0.458,1840.71,"1840-9-15 00:00:00",0
1841,10,-2.133,1841.79,"1841-10-15 00:00:00",-2
1841,11,1.757,1841.88,"1841-11-15 00:00:00",2
1841,1,-0.706,1841.04,"1841-1-15 00:00:00",-1
1841,12,0.213,1841.96,"1841-12-15 00:00:00",0
1841,2,-1.372,1841.12,"1841-2-15 00:00:00",-1
1841,3,2.406,1841.21,"1841-3-15 00:00:00",2
1841,4,1.971,1841.29,"1841-4-15 00:00:00",2
1841,5,1.649,1841.38,"1841-5-15 00:00:00",2
1841,6,-0.614,1841.46,"1841-6-15 00:00:00",-1
1841,7,-0.625,1841.54,"1841-7-15 00:00:00",-1
1841,8,2.386,1841.62,"1841-8-15 00:00:00",2
1841,9,-2.765,1841.71,"1841-9-15 00:00:00",-3
1842,10,-3.731,1842.79,"1842-10-15 00:00:00",-4
1842,11,-2.665,1842.88,"1842-11-15 00:00:00",-3
1842,1,2.448,1842.04,"1842-1-15 00:00:00",2
1842,12,0.507,1842.96,"1842-12-15 00:00:00",1
1842,2,4.261,1842.12,"1842-2-15 00:00:00",4
1842,3,3.426,1842.21,"1842-3-15 00:00:00",3
1842,4,-0.436,1842.29,"1842-4-15 00:00:00",0
1842,5,-0.849,1842.38,"1842-5-15 00:00:00",-1
1842,6,-4.301,1842.46,"1842-6-15 00:00:00",-4
1842,7,-4.047,1842.54,"1842-7-15 00:00:00",-4
1842,8,1.028,1842.62,"1842-8-15 00:00:00",1
1842,9,-3.799,1842.71,"1842-9-15 00:00:00",-4
1843,10,-1.898,1843.79,"1843-10-15 00:00:00",-2
1843,11,0.871,1843.88,"1843-11-15 00:00:00",1
1843,1,2.986,1843.04,"1843-1-15 00:00:00",3
1843,12,3.128,1843.96,"1843-12-15 00:00:00",3
1843,2,-3.505,1843.12,"1843-2-15 00:00:00",-4
1843,3,-1.285,1843.21,"1843-3-15 00:00:00",-1
1843,4,2.025,1843.29,"1843-4-15 00:00:00",2
1843,5,-0.491,1843.38,"1843-5-15 00:00:00",0
1843,6,-1.925,1843.46,"1843-6-15 00:00:00",-2
1843,7,3.262,1843.54,"1843-7-15 00:00:00",3
1843,8,3.99,1843.62,"1843-8-15 00:00:00",4
1843,9,-0.583,1843.71,"1843-9-15 00:00:00",-1
1844,10,-0.99,1844.79,"1844-10-15 00:00:00",-1
1844,11,-0.019,1844.88,"1844-11-15 00:00:00",0
1844,1,0.201,1844.04,"1844-1-15 00:00:00",0
1844,12,-1.901,1844.96,"1844-12-15 00:00:00",-2
1844,2,0.112,1844.12,"1844-2-15 00:00:00",0
1844,3,1.093,1844.21,"1844-3-15 00:00:00",1
1844,4,3.914,1844.29,"1844-4-15 00:00:00",4
1844,5,-2.765,1844.38,"1844-5-15 00:00:00",-3
1844,6,-0.123,1844.46,"1844-6-15 00:00:00",0
1844,7,0.365,1844.54,"1844-7-15 00:00:00",0
1844,8,-1.002,1844.62,"1844-8-15 00:00:00",-1
1844,9,-1.535,1844.71,"1844-9-15 00:00:00",-2
1845,10,1.142,1845.79,"1845-10-15 00:00:00",1
1845,11,0.487,1845.88,"1845-11-15 00:00:00",0
1845,1,1.171,1845.04,"1845-1-15 00:00:00",1
1845,12,0.828,1845.96,"1845-12-15 00:00:00",1
1845,2,0.058,1845.12,"1845-2-15 00:00:00",0
1845,3,-0.539,1845.21,"1845-3-15 00:00:00",-1
1845,4,0.564,1845.29,"1845-4-15 00:00:00",1
1845,5,-0.973,1845.38,"1845-5-15 00:00:00",-1
1845,6,2.065,1845.46,"1845-6-15 00:00:00",2
1845,7,-0.164,1845.54,"1845-7-15 00:00:00",0
1845,8,-0.291,1845.62,"1845-8-15 00:00:00",0
1845,9,-0.229,1845.71,"1845-9-15 00:00:00",0
1846,10,0.008,1846.79,"1846-10-15 00:00:00",0
1846,11,-0.594,1846.88,"1846-11-15 00:00:00",-1
1846,1,2.263,1846.04,"1846-1-15 00:00:00",2
1846,12,-2.546,1846.96,"1846-12-15 00:00:00",-3
1846,2,0.631,1846.12,"1846-2-15 00:00:00",1
1846,3,1.752,1846.21,"1846-3-15 00:00:00",2
1846,4,-1.417,1846.29,"1846-4-15 00:00:00",-1
1846,5,0.192,1846.38,"1846-5-15 00:00:00",0
1846,6,1.447,1846.46,"1846-6-15 00:00:00",1
1846,7,2.837,1846.54,"1846-7-15 00:00:00",3
1846,8,-0.298,1846.62,"1846-8-15 00:00:00",0
1846,9,-1.184,1846.71,"1846-9-15 00:00:00",-1
1847,10,0.445,1847.79,"1847-10-15 00:00:00",0
1847,11,2.459,1847.88,"1847-11-15 00:00:00",2
1847,1,0.031,1847.04,"1847-1-15 00:00:00",0
1847,12,1.76,1847.96,"1847-12-15 00:00:00",2
1847,2,0.099,1847.12,"1847-2-15 00:00:00",0
1847,3,-1.585,1847.21,"1847-3-15 00:00:00",-2
1847,4,1.17,1847.29,"1847-4-15 00:00:00",1
1847,5,1.763,1847.38,"1847-5-15 00:00:00",2
1847,6,-0.26,1847.46,"1847-6-15 00:00:00",0
1847,7,0.746,1847.54,"1847-7-15 00:00:00",1
1847,8,1.129,1847.62,"1847-8-15 00:00:00",1
1847,9,-0.324,1847.71,"1847-9-15 00:00:00",0
1848,10,-2.436,1848.79,"1848-10-15 00:00:00",-2
1848,11,-0.842,1848.88,"1848-11-15 00:00:00",-1
1848,1,-0.792,1848.04,"1848-1-15 00:00:00",-1
1848,12,2.548,1848.96,"1848-12-15 00:00:00",3
1848,2,1.77,1848.12,"1848-2-15 00:00:00",2
1848,3,0.757,1848.21,"1848-3-15 00:00:00",1
1848,4,-1.023,1848.29,"1848-4-15 00:00:00",-1
1848,5,0.691,1848.38,"1848-5-15 00:00:00",1
1848,6,-1.78,1848.46,"1848-6-15 00:00:00",-2
1848,7,1.867,1848.54,"1848-7-15 00:00:00",2
1848,8,2.641,1848.62,"1848-8-15 00:00:00",3
1848,9,-2.546,1848.71,"1848-9-15 00:00:00",-3
1849,10,-0.078,1849.79,"1849-10-15 00:00:00",0
1849,11,0.802,1849.88,"1849-11-15 00:00:00",1
1849,1,2.419,1849.04,"1849-1-15 00:00:00",2
1849,12,-1.238,1849.96,"1849-12-15 00:00:00",-1
1849,2,2.767,1849.12,"1849-2-15 00:00:00",3
1849,3,-0.562,1849.21,"1849-3-15 00:00:00",-1
1849,4,-0.99,1849.29,"1849-4-15 00:00:00",-1
1849,5,-0.517,1849.38,"1849-5-15 00:00:00",-1
1849,6,-3.21,1849.46,"1849-6-15 00:00:00",-3
1849,7,1.203,1849.54,"1849-7-15 00:00:00",1
1849,8,0.701,1849.62,"1849-8-15 00:00:00",1
1849,9,-2.234,1849.71,"1849-9-15 00:00:00",-2
1850,10,-2.701,1850.79,"1850-10-15 00:00:00",-3
1850,11,2.39,1850.88,"1850-11-15 00:00:00",2
1850,1,-0.163,1850.04,"1850-1-15 00:00:00",0
1850,12,2.358,1850.96,"1850-12-15 00:00:00",2
1850,2,4.134,1850.12,"1850-2-15 00:00:00",4
1850,3,-2.216,1850.21,"1850-3-15 00:00:00",-2
1850,4,0.965,1850.29,"1850-4-15 00:00:00",1
1850,5,-1.157,1850.38,"1850-5-15 00:00:00",-1
1850,6,0.403,1850.46,"1850-6-15 00:00:00",0
1850,7,0.305,1850.54,"1850-7-15 00:00:00",0
1850,8,0.148,1850.62,"1850-8-15 00:00:00",0
1850,9,-2.077,1850.71,"1850-9-15 00:00:00",-2
1851,10,0.777,1851.79,"1851-10-15 00:00:00",1
1851,11,-1.769,1851.88,"1851-11-15 00:00:00",-2
1851,1,3.293,1851.04,"1851-1-15 00:00:00",3
1851,12,1.742,1851.96,"1851-12-15 00:00:00",2
1851,2,1.028,1851.12,"1851-2-15 00:00:00",1
1851,3,1.504,1851.21,"1851-3-15 00:00:00",2
1851,4,-1.658,1851.29,"1851-4-15 00:00:00",-2
1851,5,-1.534,1851.38,"1851-5-15 00:00:00",-2
1851,6,-1.621,1851.46,"1851-6-15 00:00:00",-2
1851,7,-5.395,1851.54,"1851-7-15 00:00:00",-4
1851,8,4.679,1851.62,"1851-8-15 00:00:00",4
1851,9,1.852,1851.71,"1851-9-15 00:00:00",2
1852,10,-1.646,1852.79,"1852-10-15 00:00:00",-2
1852,11,-0.93,1852.88,"1852-11-15 00:00:00",-1
1852,1,1.464,1852.04,"1852-1-15 00:00:00",1
1852,12,1.029,1852.96,"1852-12-15 00:00:00",1
1852,2,0.411,1852.12,"1852-2-15 00:00:00",0
1852,3,-2.502,1852.21,"1852-3-15 00:00:00",-3
1852,4,-1.597,1852.29,"1852-4-15 00:00:00",-2
1852,5,0.245,1852.38,"1852-5-15 00:00:00",0
1852,6,0.093,1852.46,"1852-6-15 00:00:00",0
1852,7,-1.134,1852.54,"1852-7-15 00:00:00",-1
1852,8,2.943,1852.62,"1852-8-15 00:00:00",3
1852,9,-2.021,1852.71,"1852-9-15 00:00:00",-2
1853,10,-0.471,1853.79,"1853-10-15 00:00:00",0
1853,11,0.51,1853.88,"1853-11-15 00:00:00",1
1853,1,1.308,1853.04,"1853-1-15 00:00:00",1
1853,12,-4.284,1853.96,"1853-12-15 00:00:00",-4
1853,2,-4.038,1853.12,"1853-2-15 00:00:00",-4
1853,3,-0.321,1853.21,"1853-3-15 00:00:00",0
1853,4,0.764,1853.29,"1853-4-15 00:00:00",1
1853,5,-3.173,1853.38,"1853-5-15 00:00:00",-3
1853,6,1.09,1853.46,"1853-6-15 00:00:00",1
1853,7,1.76,1853.54,"1853-7-15 00:00:00",2
1853,8,-2.362,1853.62,"1853-8-15 00:00:00",-2
1853,9,-0.222,1853.71,"1853-9-15 00:00:00",0
1854,10,1.111,1854.79,"1854-10-15 00:00:00",1
1854,11,-1.563,1854.88,"1854-11-15 00:00:00",-2
1854,1,1.276,1854.04,"1854-1-15 00:00:00",1
1854,12,2.421,1854.96,"1854-12-15 00:00:00",2
1854,2,1.724,1854.12,"1854-2-15 00:00:00",2
1854,3,2.673,1854.21,"1854-3-15 00:00:00",3
1854,4,0.88,1854.29,"1854-4-15 00:00:00",1
1854,5,0.041,1854.38,"1854-5-15 00:00:00",0
1854,6,-0.058,1854.46,"1854-6-15 00:00:00",0
1854,7,-1.917,1854.54,"1854-7-15 00:00:00",-2
1854,8,-0.033,1854.62,"1854-8-15 00:00:00",0
1854,9,2.621,1854.71,"1854-9-15 00:00:00",3
1855,10,-1.087,1855.79,"1855-10-15 00:00:00",-1
1855,11,-2.418,1855.88,"1855-11-15 00:00:00",-2
1855,1,-1.841,1855.04,"1855-1-15 00:00:00",-2
1855,12,-1.661,1855.96,"1855-12-15 00:00:00",-2
1855,2,-3.805,1855.12,"1855-2-15 00:00:00",-4
1855,3,-0.05,1855.21,"1855-3-15 00:00:00",0
1855,4,0.985,1855.29,"1855-4-15 00:00:00",1
1855,5,-2.283,1855.38,"1855-5-15 00:00:00",-2
1855,6,0.783,1855.46,"1855-6-15 00:00:00",1
1855,7,-2.613,1855.54,"1855-7-15 00:00:00",-3
1855,8,3.814,1855.62,"1855-8-15 00:00:00",4
1855,9,0.792,1855.71,"1855-9-15 00:00:00",1
1856,10,1.122,1856.79,"1856-10-15 00:00:00",1
1856,11,-1.695,1856.88,"1856-11-15 00:00:00",-2
1856,1,-1.251,1856.04,"1856-1-15 00:00:00",-1
1856,12,-0.225,1856.96,"1856-12-15 00:00:00",0
1856,2,-0.102,1856.12,"1856-2-15 00:00:00",0
1856,3,-2.266,1856.21,"1856-3-15 00:00:00",-2
1856,4,2.002,1856.29,"1856-4-15 00:00:00",2
1856,5,-0.703,1856.38,"1856-5-15 00:00:00",-1
1856,6,2.033,1856.46,"1856-6-15 00:00:00",2
1856,7,-0.156,1856.54,"1856-7-15 00:00:00",0
1856,8,-0.439,1856.62,"1856-8-15 00:00:00",0
1856,9,-0.504,1856.71,"1856-9-15 00:00:00",-1
1857,10,-0.2,1857.79,"1857-10-15 00:00:00",0
1857,11,-1.678,1857.88,"1857-11-15 00:00:00",-2
1857,1,-0.695,1857.04,"1857-1-15 00:00:00",-1
1857,12,3.51,1857.96,"1857-12-15 00:00:00",4
1857,2,2.017,1857.12,"1857-2-15 00:00:00",2
1857,3,1.088,1857.21,"1857-3-15 00:00:00",1
1857,4,0.554,1857.29,"1857-4-15 00:00:00",1
1857,5,-0.17,1857.38,"1857-5-15 00:00:00",0
1857,6,-0.328,1857.46,"1857-6-15 00:00:00",0
1857,7,5.361,1857.54,"1857-7-15 00:00:00",4
1857,8,1.016,1857.62,"1857-8-15 00:00:00",1
1857,9,1.213,1857.71,"1857-9-15 00:00:00",1
1858,10,-1.863,1858.79,"1858-10-15 00:00:00",-2
1858,11,-4.413,1858.88,"1858-11-15 00:00:00",-4
1858,1,2.263,1858.04,"1858-1-15 00:00:00",2
1858,12,3.005,1858.96,"1858-12-15 00:00:00",3
1858,2,-0.544,1858.12,"1858-2-15 00:00:00",-1
1858,3,-1.236,1858.21,"1858-3-15 00:00:00",-1
1858,4,1.236,1858.29,"1858-4-15 00:00:00",1
1858,5,0.53,1858.38,"1858-5-15 00:00:00",1
1858,6,-0.24,1858.46,"1858-6-15 00:00:00",0
1858,7,-1.579,1858.54,"1858-7-15 00:00:00",-2
1858,8,0.059,1858.62,"1858-8-15 00:00:00",0
1858,9,2.327,1858.71,"1858-9-15 00:00:00",2
1859,10,-2.611,1859.79,"1859-10-15 00:00:00",-3
1859,11,0.291,1859.88,"1859-11-15 00:00:00",0
1859,1,2.736,1859.04,"1859-1-15 00:00:00",3
1859,12,-1.306,1859.96,"1859-12-15 00:00:00",-1
1859,2,2.37,1859.12,"1859-2-15 00:00:00",2
1859,3,1.501,1859.21,"1859-3-15 00:00:00",2
1859,4,-1.121,1859.29,"1859-4-15 00:00:00",-1
1859,5,-0.632,1859.38,"1859-5-15 00:00:00",-1
1859,6,-0.058,1859.46,"1859-6-15 00:00:00",0
1859,7,2.237,1859.54,"1859-7-15 00:00:00",2
1859,8,1.816,1859.62,"1859-8-15 00:00:00",2
1859,9,0.114,1859.71,"1859-9-15 00:00:00",0
